,type,geometry.type,geometry.coordinates,properties.name,properties.placename,properties.id,properties.state,properties.feature_term,properties.latitude,properties.longitude,properties.TLCMapLinkBack,properties.TLCMapDataset,properties.category,properties.group,properties.authority,properties.supply_date,display.popup.links,properties.description,properties.linkback,properties.datestart,properties.dateend,properties.udatestart,properties.udateend,properties.StationID,properties.Years,properties.Percent,properties.AWS,properties.place,properties.language_code,properties.language_name,properties.language_synonym,properties.thesaurus_heading_language,properties.thesaurus_heading_people,properties.approximate_latitude_of_language_variety,properties.approximate_longitude_of_language_variety,properties.uri,properties.State,properties.Newspaper Place of Publication,properties.Newspaper,properties.Article Word Count,properties.Article Link,properties.original_id,properties.street,properties.suburb,properties.postcode,properties.web_links,properties.source,properties.original_data_source,properties.parish,properties.lga
40,Feature,Point,"[143.99638888888887, -33.10138888888889]",Moornanyah,Moornanyah,ab97e,NSW,parish,-33.10138888888889,143.99638888888887,https://ghap.tlcmap.org/search?id=ab97e,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ab97e', 'link': 'https://ghap.tlcmap.org/search?id=ab97e'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754487          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),MOORNANYAH,
41,Feature,Point,"[143.93444444444444, -33.031666666666666]",Moornanyah Lake,Moornanyah Lake,ab97f,NSW,lake,-33.031666666666666,143.93444444444444,https://ghap.tlcmap.org/search?id=ab97f,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ab97f', 'link': 'https://ghap.tlcmap.org/search?id=ab97f'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A lake which lies NE of Manfred Mountain and about 13kms N of Gunnaramby Swamp.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,CENTRAL DARLING
42,Feature,Point,"[143.0011111111111, -33.83166666666667]",Chibnalwood Lakes,Chibnalwood Lakes,a30e5,NSW,lake,-33.83166666666667,143.0011111111111,https://ghap.tlcmap.org/search?id=a30e5,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a30e5', 'link': 'https://ghap.tlcmap.org/search?id=a30e5'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A group of dry lakes about 18 km S of Lake Mungo.           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,WENTWORTH
43,Feature,Point,"[143.38444444444443, -33.39833333333333]",Four Mile Tank,Four Mile Tank,a6bac,NSW,tank,-33.39833333333333,143.38444444444443,https://ghap.tlcmap.org/search?id=a6bac,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a6bac', 'link': 'https://ghap.tlcmap.org/search?id=a6bac'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
44,Feature,Point,"[143.67154, -33.63529]",Orange Grove,Orange Grove,a49c2e,NSW,homestead,-33.63529,143.67154,https://ghap.tlcmap.org/search?id=a49c2e,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49c2e', 'link': 'https://ghap.tlcmap.org/search?id=a49c2e'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
45,Feature,Point,"[143.8011111111111, -33.031666666666666]",Ana Branch Of Willandra Creek,Ana Branch Of Willandra Creek,a33d,NSW,creek,-33.031666666666666,143.8011111111111,https://ghap.tlcmap.org/search?id=a33d,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a33d', 'link': 'https://ghap.tlcmap.org/search?id=a33d'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
46,Feature,Point,"[143.39746, -33.33983]",Mulurulu,Mulurulu,a49c54,NSW,homestead,-33.33983,143.39746,https://ghap.tlcmap.org/search?id=a49c54,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49c54', 'link': 'https://ghap.tlcmap.org/search?id=a49c54'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
47,Feature,Point,"[143.15194444444444, -33.428888888888885]",Bertram,Bertram,a8b7,NSW,parish,-33.428888888888885,143.15194444444444,https://ghap.tlcmap.org/search?id=a8b7,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a8b7', 'link': 'https://ghap.tlcmap.org/search?id=a8b7'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755357          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),BERTRAM,WENTWORTH
48,Feature,Point,"[143.29527777777778, -33.442499999999995]",Baymore,Baymore,a11ed,NSW,parish,-33.442499999999995,143.29527777777778,https://ghap.tlcmap.org/search?id=a11ed,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a11ed', 'link': 'https://ghap.tlcmap.org/search?id=a11ed'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754458          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),BAYMORE,
49,Feature,Point,"[143.47205, -33.87189]",Carrawatha,Carrawatha,a49c8c,NSW,homestead,-33.87189,143.47205,https://ghap.tlcmap.org/search?id=a49c8c,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49c8c', 'link': 'https://ghap.tlcmap.org/search?id=a49c8c'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
50,Feature,Point,"[143.24555555555554, -33.32416666666667]",Beela,Beela,a12d3,NSW,parish,-33.32416666666667,143.24555555555554,https://ghap.tlcmap.org/search?id=a12d3,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a12d3', 'link': 'https://ghap.tlcmap.org/search?id=a12d3'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755355          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),BEELA,
51,Feature,Point,"[143.80406, -33.25939]",Hartshorns,Hartshorns,a49ca1,NSW,homestead,-33.25939,143.80406,https://ghap.tlcmap.org/search?id=a49ca1,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49ca1', 'link': 'https://ghap.tlcmap.org/search?id=a49ca1'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
52,Feature,Point,"[143.8038888888889, -33.16083333333333]",Billibah,Billibah,a1809,NSW,parish,-33.16083333333333,143.8038888888889,https://ghap.tlcmap.org/search?id=a1809,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a1809', 'link': 'https://ghap.tlcmap.org/search?id=a1809'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754460          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),BILLIBAH,
53,Feature,Point,"[143.36777777777777, -33.965]",Blackfellows Water Hole,Blackfellows Water Hole,a1c65,NSW,waterhole,-33.965,143.36777777777777,https://ghap.tlcmap.org/search?id=a1c65,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a1c65', 'link': 'https://ghap.tlcmap.org/search?id=a1c65'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
54,Feature,Point,"[143.8895, -33.28901]",Clarebank,Clarebank,a49cc8,NSW,homestead,-33.28901,143.8895,https://ghap.tlcmap.org/search?id=a49cc8,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49cc8', 'link': 'https://ghap.tlcmap.org/search?id=a49cc8'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
55,Feature,Point,"[143.7133333333333, -33.876111111111115]",Chnowa,Chnowa,a405e,NSW,parish,-33.876111111111115,143.7133333333333,https://ghap.tlcmap.org/search?id=a405e,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a405e', 'link': 'https://ghap.tlcmap.org/search?id=a405e'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754030          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),CHNOWA,BALRANALD
56,Feature,Point,"[143.64089, -33.24128]",Melton Grove,Melton Grove,a49cd2,NSW,homestead,-33.24128,143.64089,https://ghap.tlcmap.org/search?id=a49cd2,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49cd2', 'link': 'https://ghap.tlcmap.org/search?id=a49cd2'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
57,Feature,Point,"[143.10627, -33.49581]",Garnpung,Garnpung,a49cfb,NSW,homestead,-33.49581,143.10627,https://ghap.tlcmap.org/search?id=a49cfb,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49cfb', 'link': 'https://ghap.tlcmap.org/search?id=a49cfb'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
58,Feature,Point,"[143.66777777777776, -33.19833333333333]",Box Clump Bore,Box Clump Bore,a2608,NSW,well2,-33.19833333333333,143.66777777777776,https://ghap.tlcmap.org/search?id=a2608,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a2608', 'link': 'https://ghap.tlcmap.org/search?id=a2608'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
59,Feature,Point,"[143.66777777777776, -33.19833333333333]",Box Clump Well,Box Clump Well,a2609,NSW,well2,-33.19833333333333,143.66777777777776,https://ghap.tlcmap.org/search?id=a2609,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a2609', 'link': 'https://ghap.tlcmap.org/search?id=a2609'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A tank which lies SE of Manfred Mountain and about 23km WSW of Gunarramby Lake.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
60,Feature,Point,"[143.85366, -33.5973]",The Ridge,The Ridge,a49d0f,NSW,homestead,-33.5973,143.85366,https://ghap.tlcmap.org/search?id=a49d0f,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49d0f', 'link': 'https://ghap.tlcmap.org/search?id=a49d0f'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
61,Feature,Point,"[143.24888888888887, -33.99277777777778]",Brooke,Brooke,a2a6a,NSW,parish,-33.99277777777778,143.24888888888887,https://ghap.tlcmap.org/search?id=a2a6a,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a2a6a', 'link': 'https://ghap.tlcmap.org/search?id=a2a6a'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 756080          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),BROOKE,
62,Feature,Point,"[143.98388888888888, -33.467222222222226]",Clare,Clare,a40f8,NSW,locality (bounded),-33.467222222222226,143.98388888888888,https://ghap.tlcmap.org/search?id=a40f8,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a40f8', 'link': 'https://ghap.tlcmap.org/search?id=a40f8'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]","An address locality.    Boundaries and names in Balranald Shire Gaz 21 Mar 03, map GNB3732.       ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),YHOUL,BALRANALD
63,Feature,Point,"[143.93444444444444, -33.29833333333333]",Clare Tank,Clare Tank,a40fb,NSW,tank,-33.29833333333333,143.93444444444444,https://ghap.tlcmap.org/search?id=a40fb,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a40fb', 'link': 'https://ghap.tlcmap.org/search?id=a40fb'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A PWP No. 59 about 14kms S of Gunarramby Swamp and due east 20kms of Four Mile Well.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
64,Feature,Point,"[143.06228, -33.16243]",Bulgamurra,Bulgamurra,a49d33,NSW,homestead,-33.16243,143.06228,https://ghap.tlcmap.org/search?id=a49d33,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49d33', 'link': 'https://ghap.tlcmap.org/search?id=a49d33'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
65,Feature,Point,"[143.86997, -33.45941]",Clare Corner,Clare Corner,a49d4b,NSW,homestead,-33.45941,143.86997,https://ghap.tlcmap.org/search?id=a49d4b,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49d4b', 'link': 'https://ghap.tlcmap.org/search?id=a49d4b'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
66,Feature,Point,"[143.44666, -33.91568]",Iona,Iona,a49d6c,NSW,homestead,-33.91568,143.44666,https://ghap.tlcmap.org/search?id=a49d6c,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49d6c', 'link': 'https://ghap.tlcmap.org/search?id=a49d6c'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
67,Feature,Point,"[143.10999999999999, -33.62777777777778]",Burkett,Burkett,a32ce,NSW,parish,-33.62777777777778,143.10999999999999,https://ghap.tlcmap.org/search?id=a32ce,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a32ce', 'link': 'https://ghap.tlcmap.org/search?id=a32ce'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 756082          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),BURKETT,
68,Feature,Point,"[143.27916666666667, -33.55166666666666]",Burkett North,Burkett North,a32cf,NSW,parish,-33.55166666666666,143.27916666666667,https://ghap.tlcmap.org/search?id=a32cf,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a32cf', 'link': 'https://ghap.tlcmap.org/search?id=a32cf'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754464          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),BURKETT NORTH,
69,Feature,Point,"[143.61333333333332, -33.26972222222222]",Burnaby,Burnaby,a32d7,NSW,parish,-33.26972222222222,143.61333333333332,https://ghap.tlcmap.org/search?id=a32d7,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a32d7', 'link': 'https://ghap.tlcmap.org/search?id=a32d7'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754465          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),BURNABY,BALRANALD
70,Feature,Point,"[143.32376, -33.49455]",Gol Gol,Gol Gol,a49d8e,NSW,homestead,-33.49455,143.32376,https://ghap.tlcmap.org/search?id=a49d8e,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49d8e', 'link': 'https://ghap.tlcmap.org/search?id=a49d8e'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
71,Feature,Point,"[143.63254, -33.02882]",Girrawheen,Girrawheen,a49d97,NSW,homestead,-33.02882,143.63254,https://ghap.tlcmap.org/search?id=a49d97,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49d97', 'link': 'https://ghap.tlcmap.org/search?id=a49d97'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
72,Feature,Point,"[143.0863888888889, -33.00972222222222]",Camelot,Camelot,a38a9,NSW,parish,-33.00972222222222,143.0863888888889,https://ghap.tlcmap.org/search?id=a38a9,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a38a9', 'link': 'https://ghap.tlcmap.org/search?id=a38a9'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755361          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),CAMELOT,
73,Feature,Point,"[143.4511111111111, -33.031666666666666]",Campbells Swamp,Campbells Swamp,a395e,NSW,swamp,-33.031666666666666,143.4511111111111,https://ghap.tlcmap.org/search?id=a395e,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a395e', 'link': 'https://ghap.tlcmap.org/search?id=a395e'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A swamp about 17 kms NE by N of Mulurulu Lake.           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
74,Feature,Point,"[143.76777777777778, -33.79833333333333]",Caputerong Government Tank,Caputerong Government Tank,a3a84,NSW,tank,-33.79833333333333,143.76777777777778,https://ghap.tlcmap.org/search?id=a3a84,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a3a84', 'link': 'https://ghap.tlcmap.org/search?id=a3a84'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
75,Feature,Point,"[143.76777777777778, -33.79833333333333]",Caputerong Tank,Caputerong Tank,a3a85,NSW,tank,-33.79833333333333,143.76777777777778,https://ghap.tlcmap.org/search?id=a3a85,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a3a85', 'link': 'https://ghap.tlcmap.org/search?id=a3a85'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A tank lying due East of Lake Mogenta and approx 6km NNE of Hatfield          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
76,Feature,Point,"[143.18138888888888, -33.00333333333333]",Coonong,Coonong,a489a,NSW,parish,-33.00333333333333,143.18138888888888,https://ghap.tlcmap.org/search?id=a489a,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a489a', 'link': 'https://ghap.tlcmap.org/search?id=a489a'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755362          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),COONONG,WENTWORTH
77,Feature,Point,"[143.88250000000002, -33.80694444444444]",Culpaterong,Culpaterong,a4edc,NSW,parish,-33.80694444444444,143.88250000000002,https://ghap.tlcmap.org/search?id=a4edc,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a4edc', 'link': 'https://ghap.tlcmap.org/search?id=a4edc'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754031          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),CULPATERONG,
78,Feature,Point,"[143.26555555555555, -33.905277777777776]",Greasy Catch Tank,Greasy Catch Tank,a5614,NSW,tank,-33.905277777777776,143.26555555555555,https://ghap.tlcmap.org/search?id=a5614,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a5614', 'link': 'https://ghap.tlcmap.org/search?id=a5614'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A tank on TSR 583 about 5 km WSW of Yankie Tank and about 20 km E of Chibnalwood Lakes.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
79,Feature,Point,"[143.86777777777777, -33.498333333333335]",Dolmoreve Well,Dolmoreve Well,a5af1,NSW,well2,-33.498333333333335,143.86777777777777,https://ghap.tlcmap.org/search?id=a5af1,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a5af1', 'link': 'https://ghap.tlcmap.org/search?id=a5af1'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A well N by W of Clare Sportsground about 23 km N of Til Til Government Tank.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
80,Feature,Point,"[143.7011111111111, -33.29833333333333]",Four Mile Well,Four Mile Well,a6bad,NSW,well2,-33.29833333333333,143.7011111111111,https://ghap.tlcmap.org/search?id=a6bad,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a6bad', 'link': 'https://ghap.tlcmap.org/search?id=a6bad'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A well situated on a T.S.R. about 6kms SW by W of Manfred Tank and 10kms SSE of Box Clump Well.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
81,Feature,Point,"[143.13527777777776, -33.5375]",Garnpung,Garnpung,a6ea8,NSW,parish,-33.5375,143.13527777777776,https://ghap.tlcmap.org/search?id=a6ea8,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a6ea8', 'link': 'https://ghap.tlcmap.org/search?id=a6ea8'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755367          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),GARNPUNG,WENTWORTH
82,Feature,Point,"[143.13444444444443, -33.431666666666665]",Garnpung Lake,Garnpung Lake,a6ea9,NSW,lake,-33.431666666666665,143.13444444444443,https://ghap.tlcmap.org/search?id=a6ea9,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a6ea9', 'link': 'https://ghap.tlcmap.org/search?id=a6ea9'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A lake about 52 km E by S of Pooncarie and about 32 km SW of Mulurulu Lake.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,WENTWORTH
83,Feature,Point,"[143.8325, -33.046388888888885]",Gerathula,Gerathula,a6fb0,NSW,parish,-33.046388888888885,143.8325,https://ghap.tlcmap.org/search?id=a6fb0,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a6fb0', 'link': 'https://ghap.tlcmap.org/search?id=a6fb0'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754471          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),GERATHULA,
84,Feature,Point,"[143.95027777777776, -33.37305555555555]",Goondoola,Goondoola,a74bf,NSW,parish,-33.37305555555555,143.95027777777776,https://ghap.tlcmap.org/search?id=a74bf,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a74bf', 'link': 'https://ghap.tlcmap.org/search?id=a74bf'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754473          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),GOONDOOLA,
85,Feature,Point,"[143.41194444444446, -33.54361111111111]",Gol Gol,Gol Gol,a73a4,NSW,parish,-33.54361111111111,143.41194444444446,https://ghap.tlcmap.org/search?id=a73a4,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a73a4', 'link': 'https://ghap.tlcmap.org/search?id=a73a4'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754472          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),GOL GOL,
86,Feature,Point,"[143.3088888888889, -33.47694444444445]",Gol Gol,Gol Gol,a73a6,NSW,trig station,-33.47694444444445,143.3088888888889,https://ghap.tlcmap.org/search?id=a73a6,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a73a6', 'link': 'https://ghap.tlcmap.org/search?id=a73a6'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]","A trigonometrical  station  (TS5035) located about 27 kms NNE of The Walls of China, on Garnpung Lake.          ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"State Records (TLCM)
1. Geographical Names Register; Type: Website; Publisher: Geographical Names Board of New South Wales; Place: www.gnb.nsw.gov.au; ANPS Library: N; Status: Primary; ANPS Source ID: 935;","State Records (TLCM)
1. Geographical Names Register; Type: Website; Publisher: Geographical Names Board of New South Wales; Place: www.gnb.nsw.gov.au; ANPS Library: N; Status: Primary; ANPS Source ID: 935;",,BALRANALD
87,Feature,Point,"[143.07055555555556, -33.123333333333335]",Gray,Gray,a77af,NSW,parish,-33.123333333333335,143.07055555555556,https://ghap.tlcmap.org/search?id=a77af,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a77af', 'link': 'https://ghap.tlcmap.org/search?id=a77af'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755369          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),GRAY,
88,Feature,Point,"[143.77472, -33.31226]",Manfred,Manfred,a49e29,NSW,homestead,-33.31226,143.77472,https://ghap.tlcmap.org/search?id=a49e29,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49e29', 'link': 'https://ghap.tlcmap.org/search?id=a49e29'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
